86;119;109;99;116;104;126;128;116;125;117;96;94;117;117;121;146;125;127;114;135;143;129;136;136;133;133;153;192;190;187;161;178
53;60;61;64;50;54;80;65;68;80;70;60;54;90;76;79;89;97;92;79;78;94;79;76;86;95;89;136;105;130;136;123;123
71;62;79;74;57;61;75;60;78;75;51;60;66;81;77;79;86;78;71;84;71;91;98;81;81;78;75;116;113;130;123;100;113
74;60;60;62;64;64;76;83;88;86;66;62;80;104;100;89;102;85;85;100;103;88;107;97;108;88;104;150;119;138;130;120;135
51;60;67;72;76;58;76;70;70;53;79;57;50;70;91;99;72;79;86;84;100;92;92;76;75;70;74;128;138;100;135;120;102
