50000;50000;216450;99450;100620;100620;381420;270000;551070;549900;551000;557894;557894;557894;557893;551000;551000;551000;1463000;557894;557894;557894;1469894;1300620;1400620;100620;1400620;1038839;912000;0;0;0;912000;0;912000;0;0;0;0;244800;0;0;0;0;244800;0;244800;0;0;56600
0;0;0;0;244800;0;0;0;0;0;0;912000;0;200000;0;200000;912000;200000;0;200000;912000;1112000;0;500000;0;1800000;500000;0;500000;500000;1412000;1412000;500000;912000;500000;912000;500000;244800;500000;0;500000;244800;500000;244800;500000;500000;500000;500000;244800;500000
192000;0;1506644;0;774320;0;0;500000;0;0;1000000;1000000;0;2500000;0;0;0;0;27036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000000;0;0;900000;0;900000;0;1000000;1000000;0;1000000;0;0;0;0;0;0;500000;0;500000;0;200000;200000;200000;200000;0;200000;0;200000;200000;200000;200000;200000;200000
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500000;0;0;0;500000;0;500000;0;750000;750000;750000;0;500000;0;500000;0;500000;0;500000;0;500000;500000;0;500000;0;250000;250000;250000;0;250000;0;250000;250000;250000
